Year,Month,Sales(In ThousandDollars),ProductCategory_MenClothing,ProductCategory_OtherClothing,ProductCategory_WomenClothing,Year-Month,Monthly Nominal GDP Index (inMillion$),Monthly Real GDP Index (inMillion$),CPI,unemployment rate,CommercialBankInterestRateonCreditCardPlans,"Finance Rate on Personal Loans at Commercial Banks, 24 Month Loan",Earnings or wages  in dollars per hour,AdvertisingExpenses (in Thousand Dollars),Cotton Monthly Price - US cents per Pound(lbs),Change(in%),Average upland planted(million acres),Average upland harvested(million acres),yieldperharvested acre,Production (in  480-lb netweright in million bales),Mill use  (in  480-lb netweright in million bales),Exports,PartyInPower_Democrats,Event_'Christmas Day' observed,Event_'Independence Day' observed,Event_'New Year's Day' observed,Event_Christmas Day,Event_Christmas Eve,Event_Columbus Day (Most regions),Event_Day After Christmas Day,Event_Easter Sunday,Event_Election Day,Event_Father's Day,Event_Halloween,Event_Independence Day,Event_Labor Day,Event_Martin Luther King Jr. Day,Event_Memorial Day,Event_Mother's Day,Event_New Year's Day,Event_New Year's Eve,Event_Presidents' Day,Event_Thanksgiving Day,Event_Thomas Jefferson's Birthday,Event_Valentine's Day,Event_Veterans Day,DayCategory_Event,DayCategory_Federal Holiday,Day,Temp high (°C),Temp avg (°C),Temp low (°C),Dew Point high (°C),Dew Point avg (°C),Dew Point low (°C),Humidity (%) high,Humidity (%) avg,Humidity (%) low,Sea Level Press. (hPa) high,Sea Level Press. (hPa) avg,Sea Level Press. (hPa) low,Visibility (km) high,Visibility (km) avg,Visibility (km) low,Wind (km/h) low,Wind (km/h) avg,Wind (km/h) high,Precip. (mm) sum,WeatherEvent
2010,1,476.0,True,False,False,2010 - Apr,14844.5311931878,14724.2001528266,240.529,9.9,14.26,10.83,22.53,116.0,88.09,2.68,9.008,7.552,747.0,11.751,3.47,11.365,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,476.0,True,False,False,2010 - May,14875.6984356304,14741.3673469787,241.075,9.6,13.84,11.0,22.6,200.0,90.07,2.25,9.008,7.391,766.0,11.788,3.375,11.34,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,476.0,True,False,False,2010 - May,14875.6984356304,14741.3673469787,241.075,9.6,13.84,11.0,22.6,200.0,90.07,2.25,9.008,7.391,766.0,11.788,3.375,11.34,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,476.0,True,False,False,2010 - Jun,14945.570371108,14772.3180512573,240.817,9.4,13.84,11.0,22.34,200.0,91.68,1.79,10.315,9.642,806.0,16.2,3.275,13.05,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,476.0,True,False,False,2010 - Jun,14945.570371108,14772.3180512573,240.817,9.4,13.84,11.0,22.34,200.0,91.68,1.79,10.315,9.642,806.0,16.2,3.275,13.05,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,476.0,True,False,False,2010 - Jul,15019.2352626891,14833.7492771408,241.147,9.4,13.84,11.0,22.41,200.0,84.15,-8.21,10.7,10.193,836.0,17.75,3.37,13.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,476.0,True,False,False,2010 - Jul,15019.2352626891,14833.7492771408,241.147,9.4,13.84,11.0,22.41,200.0,84.15,-8.21,10.7,10.193,836.0,17.75,3.37,13.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,476.0,True,False,False,2010 - Aug,15036.2776269679,14824.1657696352,241.569,9.5,13.59,10.71,22.55,200.0,90.35,7.37,10.7,10.424,831.0,18.036,3.37,14.525,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,476.0,True,False,False,2010 - Aug,15036.2776269679,14824.1657696352,241.569,9.5,13.59,10.71,22.55,200.0,90.35,7.37,10.7,10.424,831.0,18.036,3.37,14.525,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,476.0,True,False,False,2010 - Sep,15117.4671103891,14878.5469831135,241.485,9.5,13.59,10.71,22.6,165.0,104.73,15.92,10.829,10.566,833.0,18.343,3.57,15.025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,476.0,True,False,False,2010 - Sep,15117.4671103891,14878.5469831135,241.485,9.5,13.59,10.71,22.6,165.0,104.73,15.92,10.829,10.566,833.0,18.343,3.57,15.025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,476.0,True,False,False,2010 - Oct,15219.059036066,14945.4270878445,241.981,9.4,13.59,10.71,22.7,200.0,126.55,20.83,10.829,10.566,835.0,18.375,3.57,15.025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,476.0,True,False,False,2010 - Oct,15219.059036066,14945.4270878445,241.981,9.4,13.59,10.71,22.7,200.0,126.55,20.83,10.829,10.566,835.0,18.375,3.57,15.025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,476.0,True,False,False,2010 - Nov,15185.62894712,14896.6748133866,241.96,9.8,13.44,10.94,22.69,150.0,155.47,22.85,10.829,10.566,814.0,17.92,3.42,15.275,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,476.0,True,False,False,2010 - Nov,15185.62894712,14896.6748133866,241.96,9.8,13.44,10.94,22.69,150.0,155.47,22.85,10.829,10.566,814.0,17.92,3.42,15.275,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,476.0,True,False,False,2010 - Dec,15285.9360167865,14975.0402068452,241.874,9.3,13.44,10.94,22.76,200.0,168.22,8.2,10.829,10.566,807.0,17.77,3.52,15.275,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,476.0,True,False,False,2010 - Dec,15285.9360167865,14975.0402068452,241.874,9.3,13.44,10.94,22.76,200.0,168.22,8.2,10.829,10.566,807.0,17.77,3.52,15.275,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,945.0,False,True,False,2010 - Jan,14613.9914806524,14551.0248379337,238.97,9.8,13.6,11.2,22.51,248.0,77.4,0.81,9.008,7.552,763.0,12.011,3.37,10.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,945.0,False,True,False,2010 - Jan,14613.9914806524,14551.0248379337,238.97,9.8,13.6,11.2,22.51,248.0,77.4,0.81,9.008,7.552,763.0,12.011,3.37,10.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,945.0,False,True,False,2010 - Feb,14652.8802715638,14581.3756942286,238.862,9.8,14.26,10.83,22.57,200.0,80.04,3.41,9.008,7.552,763.0,12.011,3.37,11.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,945.0,False,True,False,2010 - Feb,14652.8802715638,14581.3756942286,238.862,9.8,14.26,10.83,22.57,200.0,80.04,3.41,9.008,7.552,763.0,12.011,3.37,11.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,945.0,False,True,False,2010 - Mar,14776.3172477831,14682.0107425024,240.101,9.9,14.26,10.83,22.48,200.0,85.79,7.18,9.008,7.552,763.0,12.011,3.47,11.375,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,945.0,False,True,False,2010 - Mar,14776.3172477831,14682.0107425024,240.101,9.9,14.26,10.83,22.48,200.0,85.79,7.18,9.008,7.552,763.0,12.011,3.47,11.375,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,945.0,False,True,False,2010 - Apr,14844.5311931878,14724.2001528266,240.529,9.9,14.26,10.83,22.53,116.0,88.09,2.68,9.008,7.552,747.0,11.751,3.47,11.365,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,945.0,False,True,False,2010 - Apr,14844.5311931878,14724.2001528266,240.529,9.9,14.26,10.83,22.53,116.0,88.09,2.68,9.008,7.552,747.0,11.751,3.47,11.365,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,945.0,False,True,False,2010 - May,14875.6984356304,14741.3673469787,241.075,9.6,13.84,11.0,22.6,200.0,90.07,2.25,9.008,7.391,766.0,11.788,3.375,11.34,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,945.0,False,True,False,2010 - May,14875.6984356304,14741.3673469787,241.075,9.6,13.84,11.0,22.6,200.0,90.07,2.25,9.008,7.391,766.0,11.788,3.375,11.34,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,945.0,False,True,False,2010 - Jun,14945.570371108,14772.3180512573,240.817,9.4,13.84,11.0,22.34,200.0,91.68,1.79,10.315,9.642,806.0,16.2,3.275,13.05,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,945.0,False,True,False,2010 - Jun,14945.570371108,14772.3180512573,240.817,9.4,13.84,11.0,22.34,200.0,91.68,1.79,10.315,9.642,806.0,16.2,3.275,13.05,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,945.0,False,True,False,2010 - Jul,15019.2352626891,14833.7492771408,241.147,9.4,13.84,11.0,22.41,200.0,84.15,-8.21,10.7,10.193,836.0,17.75,3.37,13.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,945.0,False,True,False,2010 - Jul,15019.2352626891,14833.7492771408,241.147,9.4,13.84,11.0,22.41,200.0,84.15,-8.21,10.7,10.193,836.0,17.75,3.37,13.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,945.0,False,True,False,2010 - Aug,15036.2776269679,14824.1657696352,241.569,9.5,13.59,10.71,22.55,200.0,90.35,7.37,10.7,10.424,831.0,18.036,3.37,14.525,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,945.0,False,True,False,2010 - Aug,15036.2776269679,14824.1657696352,241.569,9.5,13.59,10.71,22.55,200.0,90.35,7.37,10.7,10.424,831.0,18.036,3.37,14.525,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,945.0,False,True,False,2010 - Sep,15117.4671103891,14878.5469831135,241.485,9.5,13.59,10.71,22.6,165.0,104.73,15.92,10.829,10.566,833.0,18.343,3.57,15.025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,945.0,False,True,False,2010 - Sep,15117.4671103891,14878.5469831135,241.485,9.5,13.59,10.71,22.6,165.0,104.73,15.92,10.829,10.566,833.0,18.343,3.57,15.025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,945.0,False,True,False,2010 - Oct,15219.059036066,14945.4270878445,241.981,9.4,13.59,10.71,22.7,200.0,126.55,20.83,10.829,10.566,835.0,18.375,3.57,15.025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,945.0,False,True,False,2010 - Oct,15219.059036066,14945.4270878445,241.981,9.4,13.59,10.71,22.7,200.0,126.55,20.83,10.829,10.566,835.0,18.375,3.57,15.025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,945.0,False,True,False,2010 - Nov,15185.62894712,14896.6748133866,241.96,9.8,13.44,10.94,22.69,150.0,155.47,22.85,10.829,10.566,814.0,17.92,3.42,15.275,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,945.0,False,True,False,2010 - Nov,15185.62894712,14896.6748133866,241.96,9.8,13.44,10.94,22.69,150.0,155.47,22.85,10.829,10.566,814.0,17.92,3.42,15.275,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,945.0,False,True,False,2010 - Dec,15285.9360167865,14975.0402068452,241.874,9.3,13.44,10.94,22.76,200.0,168.22,8.2,10.829,10.566,807.0,17.77,3.52,15.275,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,1,945.0,False,True,False,2010 - Dec,15285.9360167865,14975.0402068452,241.874,9.3,13.44,10.94,22.76,200.0,168.22,8.2,10.829,10.566,807.0,17.77,3.52,15.275,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,2,2413.0,False,False,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
2010,2,2413.0,False,False,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,2,471.0,True,False,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
2010,2,471.0,True,False,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,2,869.0,False,True,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
2010,2,869.0,False,True,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,3,3102.0,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3,568.0,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3,941.0,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,4,1041.0,False,False,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,
2010,4,630.0,True,False,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,
2010,4,1041.0,False,True,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,
2010,5,3221.0,False,False,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,
2010,5,3221.0,False,False,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,5,627.0,True,False,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,
2010,5,627.0,True,False,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,5,991.0,False,True,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,
2010,5,991.0,False,True,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,6,2756.0,False,False,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,
2010,6,598.0,True,False,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,
2010,6,984.0,False,True,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,
2010,7,2749.0,False,False,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,7,2749.0,False,False,True,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,7,544.0,True,False,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,7,544.0,True,False,False,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,7,937.0,False,True,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,7,937.0,False,True,False,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,8,2807.0,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,8,1041.0,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,8,897.0,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,9,2919.0,False,False,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,9,563.0,True,False,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,9,839.0,False,True,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,10,3071.0,False,False,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,10,3071.0,False,False,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,
2010,10,634.0,True,False,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,10,634.0,True,False,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,
2010,10,930.0,False,True,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,10,930.0,False,True,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,
2010,11,3276.0,False,False,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,,,
2010,11,3276.0,False,False,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,11,669.0,True,False,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,,,
2010,11,669.0,True,False,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,11,1035.0,False,True,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,,,
2010,11,1035.0,False,True,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,12,4360.0,False,False,True,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,12,4360.0,False,False,True,,,,,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,
2010,12,4360.0,False,False,True,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,12,4360.0,False,False,True,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,12,4360.0,False,False,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,
2010,12,988.0,True,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,12,988.0,True,False,False,,,,,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,
2010,12,988.0,True,False,False,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,12,988.0,True,False,False,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,12,988.0,True,False,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,
2010,12,1398.0,False,True,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,12,1398.0,False,True,False,,,,,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,
2010,12,1398.0,False,True,False,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,12,1398.0,False,True,False,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2010,12,1398.0,False,True,False,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,
2011,1,2193.0,False,False,True,2011 - Jan,15149.1361633756,14838.1555802799,242.639,9.1,13.44,10.94,23.16,200.0,178.93,6.37,10.769,10.505,814.0,17.817,3.565,15.28,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
